filepath,label,class_name,filename
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_62.png,0,class 1,BR_13_14_07_1_2022011209.npy_62.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_35.png,1,class 2,BR_13_14_38_2_22041908_1.npy_35.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_48.png,1,class 2,BR_13_14_36_2_2021123008.npy_48.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_20.png,2,class 3,BR_13_14_77_4_2021121608.npy_20.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_109.png,2,class 3,BR_13_14_77_4_2021121608.npy_109.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_10_1_2022032908.npy_102.png,0,class 1,BR_13_14_10_1_2022032908.npy_102.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_124.png,1,class 2,BR_13_14_33_2_2021122908.npy_124.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_60.png,2,class 3,BR_13_14_78_4_2021121708.npy_60.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_2.png,0,class 1,BR_13_14_22_1_2022040209.npy_2.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_30.png,1,class 2,BR_13_14_36_2_2021123008.npy_30.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_96.png,1,class 2,BR_13_14_32_2_2021122907.npy_96.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_17.png,1,class 2,BR_13_14_38_2_22041908_1.npy_17.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_23.png,0,class 1,BR_13_14_21_1_2022040208.npy_23.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_7.png,0,class 1,BR_13_14_11_1_2022032909.npy_7.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_127.png,0,class 1,BR_13_14_12_1_2022033007.npy_127.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_118.png,1,class 2,BR_13_14_35_2_2021123007.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_05_1_2022011207.npy_110.png,0,class 1,BR_13_14_05_1_2022011207.npy_110.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_19_1_2022040108.npy_65.png,0,class 1,BR_13_14_19_1_2022040108.npy_65.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_89.png,0,class 1,BR_13_14_15_1_2022033107.npy_89.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_13_1_2022033008.npy_60.png,0,class 1,BR_13_14_13_1_2022033008.npy_60.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_73_4_2021121408.npy_6.png,2,class 3,BR_13_14_73_4_2021121408.npy_6.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_45.png,1,class 2,BR_13_14_35_2_2021123007.npy_45.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_10_1_2022032908.npy_29.png,0,class 1,BR_13_14_10_1_2022032908.npy_29.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_23.png,1,class 2,BR_13_14_32_2_2021122907.npy_23.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_68.png,1,class 2,BR_13_14_32_2_2021122907.npy_68.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_22.png,1,class 2,BR_13_14_36_2_2021123008.npy_22.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_05_1_2022011207.npy_7.png,0,class 1,BR_13_14_05_1_2022011207.npy_7.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_110.png,1,class 2,BR_13_14_32_2_2021122907.npy_110.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_19.png,2,class 3,BR_13_14_77_4_2021121608.npy_19.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_81_4_2021122008.npy_144.png,2,class 3,BR_13_14_81_4_2021122008.npy_144.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_108.png,1,class 2,BR_13_14_33_2_2021122908.npy_108.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_99.png,2,class 3,BR_13_14_77_4_2021121608.npy_99.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_14.png,1,class 2,BR_13_14_38_2_22041908_1.npy_14.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_95.png,2,class 3,BR_13_14_78_4_2021121708.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_77.png,0,class 1,BR_13_14_04_1_2022011108.npy_77.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_06_1_2022011208.npy_105.png,0,class 1,BR_13_14_06_1_2022011208.npy_105.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_55.png,2,class 3,BR_13_14_77_4_2021121608.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_2.png,2,class 3,BR_13_14_77_4_2021121608.npy_2.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_48.png,0,class 1,BR_13_14_16_1_2022033108.npy_48.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_20_1_2022040109.npy_17.png,0,class 1,BR_13_14_20_1_2022040109.npy_17.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_145.png,0,class 1,BR_13_14_18_1_2022040107.npy_145.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_40.png,1,class 2,BR_13_14_33_2_2021122908.npy_40.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_120.png,1,class 2,BR_13_14_35_2_2021123007.npy_120.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_41.png,1,class 2,BR_13_14_38_2_22041908_1.npy_41.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_42.png,1,class 2,BR_13_14_32_2_2021122907.npy_42.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_6.png,1,class 2,BR_13_14_32_2_2021122907.npy_6.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_54.png,2,class 3,BR_13_14_77_4_2021121608.npy_54.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_113.png,2,class 3,BR_13_14_78_4_2021121708.npy_113.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_121.png,2,class 3,BR_13_14_78_4_2021121708.npy_121.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_31.png,0,class 1,BR_13_14_04_1_2022011108.npy_31.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_14.png,1,class 2,BR_13_14_32_2_2021122907.npy_14.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_104.png,1,class 2,BR_13_14_38_2_22041908_1.npy_104.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_64.png,1,class 2,BR_13_14_38_2_22041908_1.npy_64.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_19.png,0,class 1,BR_13_14_17_1_2022040106.npy_19.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_51.png,2,class 3,BR_13_14_78_4_2021121708.npy_51.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_127.png,2,class 3,BR_13_14_77_4_2021121608.npy_127.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_03_1_2022011107.npy_24.png,0,class 1,BR_13_14_03_1_2022011107.npy_24.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_147.png,0,class 1,BR_13_14_22_1_2022040209.npy_147.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_51.png,2,class 3,BR_13_14_77_4_2021121608.npy_51.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_91.png,1,class 2,BR_13_14_38_2_22041908_1.npy_91.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_86.png,1,class 2,BR_13_14_32_2_2021122907.npy_86.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_117.png,1,class 2,BR_13_14_35_2_2021123007.npy_117.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_82.png,0,class 1,BR_13_14_08_1_2022032906.npy_82.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_51.png,0,class 1,BR_13_14_12_1_2022033007.npy_51.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_29.png,0,class 1,BR_13_14_17_1_2022040106.npy_29.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_110.png,2,class 3,BR_13_14_77_4_2021121608.npy_110.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_118.png,1,class 2,BR_13_14_38_2_22041908_1.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_137.png,0,class 1,BR_13_14_18_1_2022040107.npy_137.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_58.png,0,class 1,BR_13_14_09_1_2022032907.npy_58.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_10_1_2022032908.npy_101.png,0,class 1,BR_13_14_10_1_2022032908.npy_101.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_80_4_2021122007.npy_11.png,2,class 3,BR_13_14_80_4_2021122007.npy_11.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_19.png,1,class 2,BR_13_14_35_2_2021123007.npy_19.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_117.png,1,class 2,BR_13_14_36_2_2021123008.npy_117.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_42.png,2,class 3,BR_13_14_77_4_2021121608.npy_42.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_92.png,0,class 1,BR_13_14_21_1_2022040208.npy_92.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_82.png,2,class 3,BR_13_14_77_4_2021121608.npy_82.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_05_1_2022011207.npy_4.png,0,class 1,BR_13_14_05_1_2022011207.npy_4.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_13.png,2,class 3,BR_13_14_77_4_2021121608.npy_13.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_121.png,0,class 1,BR_13_14_18_1_2022040107.npy_121.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_134.png,1,class 2,BR_13_14_36_2_2021123008.npy_134.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_61.png,1,class 2,BR_13_14_35_2_2021123007.npy_61.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_78.png,1,class 2,BR_13_14_33_2_2021122908.npy_78.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_72_4_2021121407.npy_73.png,2,class 3,BR_13_14_72_4_2021121407.npy_73.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_51.png,0,class 1,BR_13_14_04_1_2022011108.npy_51.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_14_1_2022033106.npy_11.png,0,class 1,BR_13_14_14_1_2022033106.npy_11.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_48.png,1,class 2,BR_13_14_38_2_22041908_1.npy_48.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_2.png,0,class 1,BR_13_14_21_1_2022040208.npy_2.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_53.png,0,class 1,BR_13_14_04_1_2022011108.npy_53.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_116.png,1,class 2,BR_13_14_33_2_2021122908.npy_116.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_05_1_2022011207.npy_17.png,0,class 1,BR_13_14_05_1_2022011207.npy_17.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_50.png,1,class 2,BR_13_14_38_2_22041908_1.npy_50.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_90.png,0,class 1,BR_13_14_18_1_2022040107.npy_90.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_107.png,0,class 1,BR_13_14_04_1_2022011108.npy_107.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_12.png,0,class 1,BR_13_14_18_1_2022040107.npy_12.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_27.png,1,class 2,BR_13_14_35_2_2021123007.npy_27.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_87.png,1,class 2,BR_13_14_38_2_22041908_1.npy_87.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_126.png,1,class 2,BR_13_14_35_2_2021123007.npy_126.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_149.png,1,class 2,BR_13_14_32_2_2021122907.npy_149.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_20_1_2022040109.npy_23.png,0,class 1,BR_13_14_20_1_2022040109.npy_23.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_144.png,1,class 2,BR_13_14_35_2_2021123007.npy_144.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_123.png,2,class 3,BR_13_14_78_4_2021121708.npy_123.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_95.png,0,class 1,BR_13_14_22_1_2022040209.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_125.png,1,class 2,BR_13_14_36_2_2021123008.npy_125.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_50.png,1,class 2,BR_13_14_33_2_2021122908.npy_50.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_15.png,1,class 2,BR_13_14_38_2_22041908_1.npy_15.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_30.png,1,class 2,BR_13_14_33_2_2021122908.npy_30.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_87.png,1,class 2,BR_13_14_32_2_2021122907.npy_87.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_20_1_2022040109.npy_95.png,0,class 1,BR_13_14_20_1_2022040109.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_144.png,1,class 2,BR_13_14_32_2_2021122907.npy_144.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_02_1_2022011008.npy_82.png,0,class 1,BR_13_14_02_1_2022011008.npy_82.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_109.png,0,class 1,BR_13_14_07_1_2022011209.npy_109.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_32.png,2,class 3,BR_13_14_78_4_2021121708.npy_32.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_44.png,1,class 2,BR_13_14_38_2_22041908_1.npy_44.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_80.png,0,class 1,BR_13_14_12_1_2022033007.npy_80.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_142.png,1,class 2,BR_13_14_33_2_2021122908.npy_142.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_43.png,1,class 2,BR_13_14_36_2_2021123008.npy_43.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_119.png,2,class 3,BR_13_14_78_4_2021121708.npy_119.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_128.png,1,class 2,BR_13_14_32_2_2021122907.npy_128.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_24.png,1,class 2,BR_13_14_38_2_22041908_1.npy_24.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_107.png,1,class 2,BR_13_14_36_2_2021123008.npy_107.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_122.png,2,class 3,BR_13_14_77_4_2021121608.npy_122.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_76.png,2,class 3,BR_13_14_78_4_2021121708.npy_76.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_19_1_2022040108.npy_32.png,0,class 1,BR_13_14_19_1_2022040108.npy_32.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_61.png,0,class 1,BR_13_14_12_1_2022033007.npy_61.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_68.png,1,class 2,BR_13_14_36_2_2021123008.npy_68.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_01_1_2022011007.npy_126.png,0,class 1,BR_13_14_01_1_2022011007.npy_126.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_15.png,2,class 3,BR_13_14_77_4_2021121608.npy_15.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_107.png,0,class 1,BR_13_14_21_1_2022040208.npy_107.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_19_1_2022040108.npy_20.png,0,class 1,BR_13_14_19_1_2022040108.npy_20.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_94.png,0,class 1,BR_13_14_11_1_2022032909.npy_94.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_108.png,0,class 1,BR_13_14_09_1_2022032907.npy_108.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_01_1_2022011007.npy_53.png,0,class 1,BR_13_14_01_1_2022011007.npy_53.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_90.png,1,class 2,BR_13_14_32_2_2021122907.npy_90.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_122.png,0,class 1,BR_13_14_17_1_2022040106.npy_122.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_53.png,1,class 2,BR_13_14_33_2_2021122908.npy_53.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_126.png,1,class 2,BR_13_14_36_2_2021123008.npy_126.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_10_1_2022032908.npy_2.png,0,class 1,BR_13_14_10_1_2022032908.npy_2.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_47.png,2,class 3,BR_13_14_78_4_2021121708.npy_47.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_69.png,0,class 1,BR_13_14_15_1_2022033107.npy_69.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_46.png,1,class 2,BR_13_14_32_2_2021122907.npy_46.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_114.png,0,class 1,BR_13_14_16_1_2022033108.npy_114.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_137.png,0,class 1,BR_13_14_21_1_2022040208.npy_137.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_91.png,0,class 1,BR_13_14_22_1_2022040209.npy_91.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_64.png,1,class 2,BR_13_14_36_2_2021123008.npy_64.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_122.png,0,class 1,BR_13_14_18_1_2022040107.npy_122.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_19.png,0,class 1,BR_13_14_09_1_2022032907.npy_19.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_14_1_2022033106.npy_105.png,0,class 1,BR_13_14_14_1_2022033106.npy_105.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_06_1_2022011208.npy_63.png,0,class 1,BR_13_14_06_1_2022011208.npy_63.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_108.png,2,class 3,BR_13_14_77_4_2021121608.npy_108.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_105.png,1,class 2,BR_13_14_38_2_22041908_1.npy_105.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_85.png,1,class 2,BR_13_14_33_2_2021122908.npy_85.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_88.png,1,class 2,BR_13_14_33_2_2021122908.npy_88.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_11.png,1,class 2,BR_13_14_35_2_2021123007.npy_11.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_22.png,1,class 2,BR_13_14_33_2_2021122908.npy_22.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_130.png,1,class 2,BR_13_14_35_2_2021123007.npy_130.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_56.png,1,class 2,BR_13_14_32_2_2021122907.npy_56.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_43.png,1,class 2,BR_13_14_35_2_2021123007.npy_43.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_134.png,0,class 1,BR_13_14_07_1_2022011209.npy_134.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_51.png,1,class 2,BR_13_14_32_2_2021122907.npy_51.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_38.png,2,class 3,BR_13_14_78_4_2021121708.npy_38.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_88.png,1,class 2,BR_13_14_38_2_22041908_1.npy_88.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_33.png,1,class 2,BR_13_14_33_2_2021122908.npy_33.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_83.png,1,class 2,BR_13_14_35_2_2021123007.npy_83.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_2.png,1,class 2,BR_13_14_33_2_2021122908.npy_2.png
